Lote,Linea,Palma,Longitud,Latitud
83 - EL MIRADOR,29,2,-73.647853700000,3.894881245000
83 - EL MIRADOR,29,3,-73.647946000000,3.894903565000
83 - EL MIRADOR,29,4,-73.648024400000,3.894928986000
83 - EL MIRADOR,29,5,-73.648107400000,3.894958554000
83 - EL MIRADOR,29,6,-73.648187800000,3.894984494000
83 - EL MIRADOR,29,7,-73.648273900000,3.895008365000
83 - EL MIRADOR,29,8,-73.648355900000,3.895032752000
83 - EL MIRADOR,29,9,-73.648446700000,3.895048856000
83 - EL MIRADOR,29,10,-73.648523500000,3.895079974000
83 - EL MIRADOR,29,11,-73.648605500000,3.895102807000
83 - EL MIRADOR,29,12,-73.648691100000,3.895129268000
83 - EL MIRADOR,29,13,-73.648776200000,3.895153656000
83 - EL MIRADOR,29,14,-73.648854000000,3.895177523000
83 - EL MIRADOR,29,15,-73.648941700000,3.895202949000
83 - EL MIRADOR,29,16,-73.649023200000,3.895231480000
83 - EL MIRADOR,29,17,-73.649102600000,3.895255865000
83 - EL MIRADOR,29,18,-73.649185100000,3.895283878000
83 - EL MIRADOR,29,19,-73.649268100000,3.895305158000
83 - EL MIRADOR,29,20,-73.649353200000,3.895333690000
83 - EL MIRADOR,29,21,-73.649436200000,3.895357042000
83 - EL MIRADOR,29,22,-73.649518200000,3.895382465000
83 - EL MIRADOR,29,23,-73.649598600000,3.895410477000
83 - EL MIRADOR,29,24,-73.649688300000,3.895436422000
83 - EL MIRADOR,29,25,-73.649765700000,3.895457698000
83 - EL MIRADOR,29,26,-73.649850300000,3.895483640000
83 - EL MIRADOR,29,27,-73.649932200000,3.895510099000
83 - EL MIRADOR,3,1,-73.647243000000,3.896533505000
83 - EL MIRADOR,3,2,-73.647321900000,3.896559166000
83 - EL MIRADOR,3,3,-73.647408000000,3.896586431000
83 - EL MIRADOR,3,4,-73.647490900000,3.896608892000
83 - EL MIRADOR,3,5,-73.647574600000,3.896636957000
83 - EL MIRADOR,3,6,-73.647662300000,3.896661821000
83 - EL MIRADOR,3,7,-73.647744400000,3.896685082000
83 - EL MIRADOR,3,8,-73.647825700000,3.896710744000
83 - EL MIRADOR,3,9,-73.647993000000,3.896762070000
83 - EL MIRADOR,3,10,-73.648071900000,3.896790933000
83 - EL MIRADOR,3,11,-73.648160400000,3.896813396000
83 - EL MIRADOR,3,12,-73.648240900000,3.896845463000
83 - EL MIRADOR,3,13,-73.648326200000,3.896862320000
83 - EL MIRADOR,3,14,-73.648407500000,3.896891184000
83 - EL MIRADOR,3,15,-73.648490400000,3.896919249000
83 - EL MIRADOR,30,1,-73.647846500000,3.894806134000
83 - EL MIRADOR,30,2,-73.647930000000,3.894833111000
83 - EL MIRADOR,30,3,-73.648014600000,3.894858536000
83 - EL MIRADOR,30,4,-73.648094000000,3.894878778000
83 - EL MIRADOR,30,5,-73.648178600000,3.894908864000
83 - EL MIRADOR,30,6,-73.648262600000,3.894932734000
83 - EL MIRADOR,30,7,-73.648342000000,3.894956084000
83 - EL MIRADOR,30,8,-73.648428100000,3.894981509000
83 - EL MIRADOR,30,9,-73.648512200000,3.895004861000
83 - EL MIRADOR,30,10,-73.648594200000,3.895030284000
83 - EL MIRADOR,30,11,-73.648678800000,3.895055190000
83 - EL MIRADOR,30,12,-73.648759700000,3.895076987000
83 - EL MIRADOR,30,13,-73.648842700000,3.895103446000
83 - EL MIRADOR,30,14,-73.648924700000,3.895129387000
83 - EL MIRADOR,30,15,-73.649010300000,3.895154812000
83 - EL MIRADOR,30,16,-73.649090700000,3.895179716000
83 - EL MIRADOR,30,17,-73.649172200000,3.895209801000
83 - EL MIRADOR,30,18,-73.649259900000,3.895233154000
83 - EL MIRADOR,30,19,-73.649340300000,3.895257541000
83 - EL MIRADOR,30,20,-73.649420200000,3.895278819000
83 - EL MIRADOR,30,21,-73.649505300000,3.895308905000
83 - EL MIRADOR,30,22,-73.649586300000,3.895334845000
83 - EL MIRADOR,30,23,-73.649675000000,3.895381509000
83 - EL MIRADOR,30,24,-73.649755400000,3.895386212000
83 - EL MIRADOR,30,25,-73.649841000000,3.895405938000
83 - EL MIRADOR,31,1,-73.647835200000,3.894730503000
83 - EL MIRADOR,31,2,-73.647923900000,3.894754375000
83 - EL MIRADOR,31,3,-73.648003300000,3.894780315000
83 - EL MIRADOR,31,4,-73.648082700000,3.894806254000
83 - EL MIRADOR,31,5,-73.648164200000,3.894831159000
83 - EL MIRADOR,31,6,-73.648250800000,3.894861246000
83 - EL MIRADOR,31,7,-73.648332300000,3.894886151000
83 - EL MIRADOR,31,8,-73.648421000000,3.894904844000
83 - EL MIRADOR,31,9,-73.648499300000,3.894934927000
83 - EL MIRADOR,31,10,-73.648582900000,3.894957761000
83 - EL MIRADOR,31,11,-73.648667400000,3.894980595000
83 - EL MIRADOR,31,12,-73.648749900000,3.895006536000
83 - EL MIRADOR,31,13,-73.648831400000,3.895029369000
83 - EL MIRADOR,31,14,-73.648916000000,3.895056347000
83 - EL MIRADOR,31,16,-73.649081000000,3.895110302000
83 - EL MIRADOR,31,17,-73.649164500000,3.895133135000
83 - EL MIRADOR,31,18,-73.649250100000,3.895159078000
83 - EL MIRADOR,31,19,-73.649330600000,3.895188126000
83 - EL MIRADOR,31,20,-73.649414100000,3.895210960000
83 - EL MIRADOR,31,21,-73.649486800000,3.895227443000
83 - EL MIRADOR,31,22,-73.649576000000,3.895258567000
83 - EL MIRADOR,31,23,-73.649664700000,3.895283475000
83 - EL MIRADOR,31,24,-73.649828700000,3.895333026000
83 - EL MIRADOR,31,25,-73.649908600000,3.895362074000
83 - EL MIRADOR,32,1,-73.647322700000,3.894502458000
83 - EL MIRADOR,32,2,-73.647827000000,3.894655003000
83 - EL MIRADOR,32,3,-73.647909500000,3.894683016000
83 - EL MIRADOR,32,4,-73.647989400000,3.894708438000
83 - EL MIRADOR,32,5,-73.648073500000,3.894733862000
83 - EL MIRADOR,32,6,-73.648155400000,3.894761875000
83 - EL MIRADOR,32,7,-73.648237900000,3.894780046000
83 - EL MIRADOR,32,8,-73.648319400000,3.894807541000
83 - EL MIRADOR,32,9,-73.648407100000,3.894832967000
83 - EL MIRADOR,32,10,-73.648488000000,3.894859943000
83 - EL MIRADOR,32,11,-73.648569000000,3.894884330000
83 - EL MIRADOR,32,12,-73.648656100000,3.894906129000
83 - EL MIRADOR,32,13,-73.648738600000,3.894933107000
83 - EL MIRADOR,32,14,-73.648822700000,3.894956977000
83 - EL MIRADOR,32,15,-73.648903600000,3.894981363000
83 - EL MIRADOR,32,16,-73.648985600000,3.895007822000
83 - EL MIRADOR,32,17,-73.649068600000,3.895035835000
83 - EL MIRADOR,32,18,-73.649152700000,3.895056080000
83 - EL MIRADOR,32,19,-73.649234200000,3.895080984000
83 - EL MIRADOR,32,20,-73.649320300000,3.895109517000
83 - EL MIRADOR,32,21,-73.649400200000,3.895135975000
83 - EL MIRADOR,32,22,-73.649486300000,3.895154666000
83 - EL MIRADOR,32,23,-73.649566200000,3.895187858000
83 - EL MIRADOR,32,25,-73.649733800000,3.895234043000
83 - EL MIRADOR,32,26,-73.649818400000,3.895262058000
83 - EL MIRADOR,32,27,-73.649895700000,3.895286960000
83 - EL MIRADOR,33,1,-73.647394900000,3.894453805000
83 - EL MIRADOR,33,2,-73.647812100000,3.894582996000
83 - EL MIRADOR,33,3,-73.647898700000,3.894612047000
83 - EL MIRADOR,33,4,-73.647979600000,3.894630736000
83 - EL MIRADOR,33,5,-73.648060100000,3.894659784000
83 - EL MIRADOR,33,6,-73.648144100000,3.894686244000
83 - EL MIRADOR,33,7,-73.648226100000,3.894709595000
83 - EL MIRADOR,33,8,-73.648309700000,3.894732947000
83 - EL MIRADOR,33,9,-73.648393200000,3.894756298000
83 - EL MIRADOR,33,11,-73.648558700000,3.894811289000
83 - EL MIRADOR,33,12,-73.648641200000,3.894835676000
83 - EL MIRADOR,33,13,-73.648725800000,3.894860065000
83 - EL MIRADOR,33,14,-73.648810900000,3.894884453000
83 - EL MIRADOR,33,15,-73.648891300000,3.894910393000
83 - EL MIRADOR,33,16,-73.648976400000,3.894934264000
83 - EL MIRADOR,33,17,-73.649056800000,3.894961758000
83 - EL MIRADOR,33,18,-73.649139800000,3.894987699000
83 - EL MIRADOR,33,19,-73.649223400000,3.895010015000
83 - EL MIRADOR,33,20,-73.649309000000,3.895038548000
83 - EL MIRADOR,33,21,-73.649391000000,3.895062417000
83 - EL MIRADOR,33,22,-73.649476000000,3.895085251000
83 - EL MIRADOR,33,23,-73.649556000000,3.895109119000
83 - EL MIRADOR,33,24,-73.649641600000,3.895129364000
83 - EL MIRADOR,33,25,-73.649725600000,3.895159450000
83 - EL MIRADOR,33,26,-73.649808100000,3.895186427000
83 - EL MIRADOR,33,27,-73.649883900000,3.895212883000
83 - EL MIRADOR,34,29,-73.649714300000,3.896648786000
83 - EL MIRADOR,34,20,-73.648960400000,3.895849040000
83 - EL MIRADOR,34,1,-73.647382600000,3.894380245000
83 - EL MIRADOR,34,2,-73.647470200000,3.894407225000
83 - EL MIRADOR,34,3,-73.647551700000,3.894432130000
83 - EL MIRADOR,34,4,-73.647635200000,3.894456000000
83 - EL MIRADOR,34,5,-73.647717700000,3.894478833000
83 - EL MIRADOR,34,6,-73.647799200000,3.894508918000
83 - EL MIRADOR,34,7,-73.647885800000,3.894537969000
83 - EL MIRADOR,34,8,-73.647967300000,3.894556658000
83 - EL MIRADOR,34,9,-73.648045700000,3.894587777000
83 - EL MIRADOR,34,10,-73.648129200000,3.894610611000
83 - EL MIRADOR,34,11,-73.648217900000,3.894636555000
83 - EL MIRADOR,34,12,-73.648294200000,3.894661457000
83 - EL MIRADOR,34,13,-73.648379800000,3.894683256000
83 - EL MIRADOR,34,14,-73.648464400000,3.894711270000
83 - EL MIRADOR,34,15,-73.648551000000,3.894736178000
83 - EL MIRADOR,34,17,-73.648712900000,3.894787023000
83 - EL MIRADOR,34,18,-73.648797500000,3.894808821000
83 - EL MIRADOR,34,19,-73.648884100000,3.894836836000
83 - EL MIRADOR,34,20,-73.648960400000,3.894861738000
83 - EL MIRADOR,34,21,-73.649047100000,3.894886646000
83 - EL MIRADOR,34,22,-73.649128500000,3.894910514000
83 - EL MIRADOR,34,23,-73.649211000000,3.894936456000
83 - EL MIRADOR,34,24,-73.649298700000,3.894959291000
83 - EL MIRADOR,34,25,-73.649384300000,3.894985234000
83 - EL MIRADOR,34,26,-73.649463700000,3.895010138000
83 - EL MIRADOR,34,27,-73.649544100000,3.895038150000
83 - EL MIRADOR,34,28,-73.649627700000,3.895056840000
83 - EL MIRADOR,34,29,-73.649714300000,3.895080711000
83 - EL MIRADOR,34,30,-73.649794700000,3.895108723000
83 - EL MIRADOR,34,31,-73.649877800000,3.895137254000
83 - EL MIRADOR,35,17,-73.648707800000,3.895775253000
83 - EL MIRADOR,35,1,-73.647373300000,3.894303579000
83 - EL MIRADOR,35,2,-73.647456900000,3.894329521000
83 - EL MIRADOR,35,3,-73.647542500000,3.894353392000
83 - EL MIRADOR,35,4,-73.647623900000,3.894382440000
83 - EL MIRADOR,35,5,-73.647709500000,3.894408383000
83 - EL MIRADOR,35,6,-73.647791000000,3.894433288000
83 - EL MIRADOR,35,7,-73.647865200000,3.894457153000
83 - EL MIRADOR,35,8,-73.647959100000,3.894483100000
83 - EL MIRADOR,35,9,-73.648033300000,3.894514217000
83 - EL MIRADOR,35,10,-73.648124100000,3.894536019000
83 - EL MIRADOR,35,11,-73.648209700000,3.894561962000
83 - EL MIRADOR,35,12,-73.648281900000,3.894591005000
83 - EL MIRADOR,35,13,-73.648370600000,3.894611770000
83 - EL MIRADOR,35,14,-73.648455100000,3.894632533000
83 - EL MIRADOR,35,15,-73.648539700000,3.894661583000
83 - EL MIRADOR,35,16,-73.648622200000,3.894684416000
83 - EL MIRADOR,35,17,-73.648707800000,3.894710359000
83 - EL MIRADOR,35,18,-73.648787200000,3.894734226000
83 - EL MIRADOR,35,19,-73.648870700000,3.894763276000
83 - EL MIRADOR,35,20,-73.648949100000,3.894779892000
83 - EL MIRADOR,35,21,-73.649039900000,3.894813089000
83 - EL MIRADOR,35,22,-73.649125500000,3.894839031000
83 - EL MIRADOR,35,23,-73.649202800000,3.894860826000
83 - EL MIRADOR,35,24,-73.649287400000,3.894886768000
83 - EL MIRADOR,35,26,-73.649447200000,3.894936576000
83 - EL MIRADOR,35,27,-73.649534900000,3.894963556000
83 - EL MIRADOR,35,28,-73.649615300000,3.894985352000
83 - EL MIRADOR,35,29,-73.649702000000,3.895008187000
83 - EL MIRADOR,35,30,-73.649783400000,3.895035682000
83 - EL MIRADOR,35,31,-73.649868000000,3.895064214000
83 - EL MIRADOR,36,1,-73.647358400000,3.894231054000
83 - EL MIRADOR,36,2,-73.647439900000,3.894256477000
83 - EL MIRADOR,36,3,-73.647528600000,3.894281385000
83 - EL MIRADOR,36,4,-73.647611100000,3.894311470000
83 - EL MIRADOR,36,5,-73.647694600000,3.894330160000
83 - EL MIRADOR,36,6,-73.647776100000,3.894358173000
83 - EL MIRADOR,36,7,-73.647859600000,3.894386187000
83 - EL MIRADOR,36,8,-73.647940100000,3.894409019000
83 - EL MIRADOR,36,9,-73.648027700000,3.894439107000
83 - EL MIRADOR,36,10,-73.648109200000,3.894465048000
83 - EL MIRADOR,36,11,-73.648196800000,3.894484776000
83 - EL MIRADOR,36,12,-73.648268000000,3.894509675000
83 - EL MIRADOR,36,13,-73.648361800000,3.894540802000
83 - EL MIRADOR,36,14,-73.648444300000,3.894561564000
83 - EL MIRADOR,36,15,-73.648531000000,3.894585435000
83 - EL MIRADOR,36,16,-73.648612400000,3.894613448000
83 - EL MIRADOR,36,17,-73.648696000000,3.894632138000
83 - EL MIRADOR,36,18,-73.648778500000,3.894659115000
83 - EL MIRADOR,36,19,-73.648860000000,3.894682983000
83 - EL MIRADOR,36,20,-73.648944500000,3.894708926000
83 - EL MIRADOR,36,21,-73.649027000000,3.894734867000
83 - EL MIRADOR,36,22,-73.649109500000,3.894760808000
83 - EL MIRADOR,36,23,-73.649194100000,3.894787786000
83 - EL MIRADOR,36,24,-73.649274500000,3.894813726000
83 - EL MIRADOR,36,25,-73.649355000000,3.894840702000
83 - EL MIRADOR,36,26,-73.649439500000,3.894864573000
83 - EL MIRADOR,36,27,-73.649526200000,3.894888444000
83 - EL MIRADOR,36,29,-73.649689100000,3.894936181000
83 - EL MIRADOR,36,30,-73.649772100000,3.894959792000
83 - EL MIRADOR,36,31,-73.649852100000,3.894987803000
83 - EL MIRADOR,37,18,-73.648845000000,3.895607990000
83 - EL MIRADOR,37,1,-73.647432200000,3.894183696000
83 - EL MIRADOR,37,2,-73.647519800000,3.894205496000
83 - EL MIRADOR,37,3,-73.647601800000,3.894234027000
83 - EL MIRADOR,37,4,-73.647685400000,3.894257897000
83 - EL MIRADOR,37,5,-73.647764300000,3.894284355000
83 - EL MIRADOR,37,7,-73.647930300000,3.894331058000
83 - EL MIRADOR,37,8,-73.648013300000,3.894360107000
83 - EL MIRADOR,37,9,-73.648094800000,3.894394854000
83 - EL MIRADOR,37,10,-73.648182400000,3.894415618000
83 - EL MIRADOR,37,11,-73.648257700000,3.894438448000
83 - EL MIRADOR,37,12,-73.648349000000,3.894461803000
83 - EL MIRADOR,37,13,-73.648431500000,3.894487227000
83 - EL MIRADOR,37,14,-73.648515000000,3.894513168000
83 - EL MIRADOR,37,15,-73.648598600000,3.894534448000
83 - EL MIRADOR,37,16,-73.648683600000,3.894560391000
83 - EL MIRADOR,37,17,-73.648764100000,3.894584777000
83 - EL MIRADOR,37,18,-73.648845000000,3.894609163000
83 - EL MIRADOR,37,19,-73.648934200000,3.894635108000
83 - EL MIRADOR,37,20,-73.649012600000,3.894657421000
83 - EL MIRADOR,37,21,-73.649098700000,3.894683364000
83 - EL MIRADOR,37,22,-73.649183300000,3.894709306000
83 - EL MIRADOR,37,23,-73.649261200000,3.894733173000
83 - EL MIRADOR,37,24,-73.649426700000,3.894790754000
83 - EL MIRADOR,37,25,-73.649592200000,3.894840046000
83 - EL MIRADOR,37,26,-73.649678800000,3.894864436000
83 - EL MIRADOR,37,27,-73.649758200000,3.894886231000
83 - EL MIRADOR,37,28,-73.649845400000,3.894913211000
83 - EL MIRADOR,38,13,-73.648420200000,3.896964048000
83 - EL MIRADOR,38,1,-73.647421900000,3.894108066000
83 - EL MIRADOR,38,2,-73.647506000000,3.894134008000
83 - EL MIRADOR,38,3,-73.647586900000,3.894162538000
83 - EL MIRADOR,38,4,-73.647668900000,3.894184336000
83 - EL MIRADOR,38,5,-73.647752900000,3.894210796000
83 - EL MIRADOR,38,6,-73.647839100000,3.894235185000
83 - EL MIRADOR,38,7,-73.647918500000,3.894260089000
83 - EL MIRADOR,38,8,-73.648001000000,3.894286548000
83 - EL MIRADOR,38,9,-73.648084500000,3.894313008000
83 - EL MIRADOR,38,10,-73.648169100000,3.894338432000
83 - EL MIRADOR,38,11,-73.648248500000,3.894363336000
83 - EL MIRADOR,38,12,-73.648336100000,3.894387207000
83 - EL MIRADOR,38,13,-73.648420200000,3.894413150000
83 - EL MIRADOR,38,14,-73.648502700000,3.894434429000
83 - EL MIRADOR,38,15,-73.648585700000,3.894461406000
83 - EL MIRADOR,38,16,-73.648671300000,3.894485795000
83 - EL MIRADOR,38,17,-73.648754300000,3.894512255000
83 - EL MIRADOR,38,18,-73.648834200000,3.894536123000
83 - EL MIRADOR,38,19,-73.648921400000,3.894561030000
83 - EL MIRADOR,38,20,-73.649001300000,3.894582826000
83 - EL MIRADOR,38,21,-73.649085900000,3.894613430000
83 - EL MIRADOR,38,22,-73.649166800000,3.894636263000
83 - EL MIRADOR,38,23,-73.649250900000,3.894661687000
83 - EL MIRADOR,38,24,-73.649333400000,3.894687628000
83 - EL MIRADOR,38,25,-73.649416900000,3.894712533000
83 - EL MIRADOR,38,26,-73.649498900000,3.894735366000
83 - EL MIRADOR,38,27,-73.649582400000,3.894760272000
83 - EL MIRADOR,38,28,-73.649664400000,3.894793465000
83 - EL MIRADOR,38,29,-73.649746400000,3.894814226000
83 - EL MIRADOR,38,30,-73.649831000000,3.894842758000
83 - EL MIRADOR,39,1,-73.647408500000,3.894038649000
83 - EL MIRADOR,39,2,-73.647494100000,3.894058377000
83 - EL MIRADOR,39,3,-73.647578700000,3.894088463000
83 - EL MIRADOR,39,4,-73.647655000000,3.894113365000
83 - EL MIRADOR,39,5,-73.647746800000,3.894132059000
83 - EL MIRADOR,39,7,-73.647900500000,3.894188080000
83 - EL MIRADOR,39,8,-73.647988100000,3.894215060000
83 - EL MIRADOR,39,9,-73.648076800000,3.894241004000
83 - EL MIRADOR,39,10,-73.648160300000,3.894263838000
83 - EL MIRADOR,39,11,-73.648235600000,3.894287704000
83 - EL MIRADOR,39,12,-73.648325300000,3.894306397000
83 - EL MIRADOR,39,13,-73.648406800000,3.894335445000
83 - EL MIRADOR,39,14,-73.648496500000,3.894367606000
83 - EL MIRADOR,39,15,-73.648575900000,3.894392510000
83 - EL MIRADOR,39,16,-73.648656900000,3.894412752000
83 - EL MIRADOR,39,17,-73.648742000000,3.894438695000
83 - EL MIRADOR,39,18,-73.648818800000,3.894461007000
83 - EL MIRADOR,39,19,-73.648905400000,3.894489023000
83 - EL MIRADOR,39,20,-73.648988500000,3.894513928000
83 - EL MIRADOR,39,21,-73.649073000000,3.894537798000
83 - EL MIRADOR,39,22,-73.649155500000,3.894559596000
83 - EL MIRADOR,39,23,-73.649245800000,3.894590721000
83 - EL MIRADOR,39,24,-73.649322100000,3.894612515000
83 - EL MIRADOR,39,25,-73.649406600000,3.894636903000
83 - EL MIRADOR,39,26,-73.649486100000,3.894664396000
83 - EL MIRADOR,39,27,-73.649572200000,3.894691375000
83 - EL MIRADOR,39,28,-73.649652100000,3.894711617000
83 - EL MIRADOR,39,29,-73.649734600000,3.894737558000
83 - EL MIRADOR,39,30,-73.649820700000,3.894765055000
83 - EL MIRADOR,4,1,-73.647233500000,3.896463044000
83 - EL MIRADOR,4,2,-73.647315600000,3.896487906000
83 - EL MIRADOR,4,3,-73.647396900000,3.896514369000
83 - EL MIRADOR,4,4,-73.647481400000,3.896541633000
83 - EL MIRADOR,4,5,-73.647563500000,3.896566495000
83 - EL MIRADOR,4,6,-73.647648000000,3.896584953000
83 - EL MIRADOR,4,7,-73.647731700000,3.896613018000
83 - EL MIRADOR,4,8,-73.647817700000,3.896637081000
83 - EL MIRADOR,4,9,-73.647899800000,3.896661142000
83 - EL MIRADOR,4,10,-73.647981900000,3.896684403000
83 - EL MIRADOR,4,11,-73.648062400000,3.896712466000
83 - EL MIRADOR,4,12,-73.648146100000,3.896738930000
83 - EL MIRADOR,4,13,-73.648233800000,3.896762994000
83 - EL MIRADOR,4,14,-73.648311900000,3.896787853000
83 - EL MIRADOR,4,15,-73.648394800000,3.896816719000
83 - EL MIRADOR,4,16,-73.648479300000,3.896839180000
83 - EL MIRADOR,4,17,-73.648562900000,3.896864042000
83 - EL MIRADOR,4,18,-73.648648200000,3.896892108000
83 - EL MIRADOR,4,19,-73.648729500000,3.896917770000
83 - EL MIRADOR,4,21,-73.648893700000,3.896965892000
83 - EL MIRADOR,40,1,-73.647399800000,3.893961466000
83 - EL MIRADOR,40,2,-73.647485400000,3.893983265000
83 - EL MIRADOR,40,3,-73.647566900000,3.894015421000
83 - EL MIRADOR,40,4,-73.647647300000,3.894037218000
83 - EL MIRADOR,40,5,-73.647729800000,3.894064195000
83 - EL MIRADOR,40,6,-73.647813300000,3.894090137000
83 - EL MIRADOR,40,7,-73.647891700000,3.894114004000
83 - EL MIRADOR,40,8,-73.647982500000,3.894140986000
83 - EL MIRADOR,40,9,-73.648062900000,3.894165890000
83 - EL MIRADOR,40,10,-73.648146400000,3.894189760000
83 - EL MIRADOR,40,11,-73.648231000000,3.894214666000
83 - EL MIRADOR,40,12,-73.648311500000,3.894239570000
83 - EL MIRADOR,40,13,-73.648394000000,3.894261368000
83 - EL MIRADOR,40,14,-73.648485700000,3.894291457000
83 - EL MIRADOR,40,15,-73.648567200000,3.894311182000
83 - EL MIRADOR,40,16,-73.648642500000,3.894339710000
83 - EL MIRADOR,40,17,-73.648731200000,3.894363064000
83 - EL MIRADOR,40,18,-73.648812100000,3.894386933000
83 - EL MIRADOR,40,19,-73.648898300000,3.894413912000
83 - EL MIRADOR,40,20,-73.648979200000,3.894442442000
83 - EL MIRADOR,40,22,-73.649143700000,3.894491216000
83 - EL MIRADOR,40,23,-73.649227700000,3.894517676000
83 - EL MIRADOR,40,24,-73.649310800000,3.894538956000
83 - EL MIRADOR,40,25,-73.649391200000,3.894565932000
83 - EL MIRADOR,40,26,-73.649476300000,3.894591356000
83 - EL MIRADOR,40,27,-73.649557800000,3.894614707000
83 - EL MIRADOR,40,28,-73.649641800000,3.894640131000
83 - EL MIRADOR,41,1,-73.647388500000,3.893885317000
83 - EL MIRADOR,41,2,-73.647473100000,3.893909187000
83 - EL MIRADOR,41,3,-73.647556600000,3.893936683000
83 - EL MIRADOR,41,4,-73.647636000000,3.893958479000
83 - EL MIRADOR,41,5,-73.647721600000,3.893991155000
83 - EL MIRADOR,41,6,-73.647804600000,3.894013471000
83 - EL MIRADOR,41,7,-73.647885100000,3.894041483000
83 - EL MIRADOR,41,8,-73.647967000000,3.894067942000
83 - EL MIRADOR,41,9,-73.648051100000,3.894091294000
83 - EL MIRADOR,41,10,-73.648137200000,3.894114130000
83 - EL MIRADOR,41,11,-73.648219700000,3.894139553000
83 - EL MIRADOR,41,12,-73.648299600000,3.894160313000
83 - EL MIRADOR,41,13,-73.648385200000,3.894187292000
83 - EL MIRADOR,41,14,-73.648466700000,3.894210125000
83 - EL MIRADOR,41,15,-73.648550800000,3.894235549000
83 - EL MIRADOR,41,16,-73.648636300000,3.894262009000
83 - EL MIRADOR,41,17,-73.648716800000,3.894288467000
83 - EL MIRADOR,41,18,-73.648967900000,3.894364739000
83 - EL MIRADOR,41,19,-73.649053500000,3.894394825000
83 - EL MIRADOR,41,20,-73.649132400000,3.894417139000
83 - EL MIRADOR,41,21,-73.649219000000,3.894442564000
83 - EL MIRADOR,41,22,-73.649297400000,3.894466949000
83 - EL MIRADOR,41,23,-73.649377800000,3.894483566000
83 - EL MIRADOR,41,24,-73.649465000000,3.894514171000
83 - EL MIRADOR,41,25,-73.649546500000,3.894541148000
83 - EL MIRADOR,41,26,-73.649629500000,3.894567607000
83 - EL MIRADOR,41,27,-73.649713000000,3.894591477000
83 - EL MIRADOR,41,28,-73.649796000000,3.894620526000
83 - EL MIRADOR,42,1,-73.647460200000,3.893836663000
83 - EL MIRADOR,42,2,-73.647544300000,3.893859497000
83 - EL MIRADOR,42,3,-73.647626200000,3.893889582000
83 - EL MIRADOR,42,4,-73.647707700000,3.893913451000
83 - EL MIRADOR,42,5,-73.647793800000,3.893939912000
83 - EL MIRADOR,42,6,-73.647874300000,3.893967406000
83 - EL MIRADOR,42,7,-73.647955200000,3.893990757000
83 - EL MIRADOR,42,8,-73.648038800000,3.894016699000
83 - EL MIRADOR,42,9,-73.648123800000,3.894042123000
83 - EL MIRADOR,42,10,-73.648205800000,3.894064956000
83 - EL MIRADOR,42,11,-73.648288800000,3.894091416000
83 - EL MIRADOR,42,12,-73.648373400000,3.894115286000
83 - EL MIRADOR,42,13,-73.648456400000,3.894139674000
83 - EL MIRADOR,42,14,-73.648532700000,3.894163022000
83 - EL MIRADOR,42,15,-73.648624000000,3.894190004000
83 - EL MIRADOR,42,16,-73.648706500000,3.894211801000
83 - EL MIRADOR,42,17,-73.648790000000,3.894235671000
83 - EL MIRADOR,42,18,-73.648872000000,3.894261094000
83 - EL MIRADOR,42,19,-73.648955100000,3.894285481000
83 - EL MIRADOR,42,20,-73.649040600000,3.894311942000
83 - EL MIRADOR,42,21,-73.649121600000,3.894336328000
83 - EL MIRADOR,42,22,-73.649206200000,3.894358645000
83 - EL MIRADOR,42,23,-73.649286100000,3.894393390000
83 - EL MIRADOR,42,24,-73.649368600000,3.894417777000
83 - EL MIRADOR,42,25,-73.649454200000,3.894444238000
83 - EL MIRADOR,42,26,-73.649536200000,3.894469143000
83 - EL MIRADOR,42,27,-73.649618200000,3.894493012000
83 - EL MIRADOR,42,28,-73.649701200000,3.894516363000
83 - EL MIRADOR,42,29,-73.649784700000,3.894545413000
83 - EL MIRADOR,43,5,-73.647781500000,3.895923481000
83 - EL MIRADOR,43,9,-73.648115600000,3.895522750000
83 - EL MIRADOR,43,1,-73.647449400000,3.893765694000
83 - EL MIRADOR,43,2,-73.647531900000,3.893790600000
83 - EL MIRADOR,43,3,-73.647612400000,3.893814468000
83 - EL MIRADOR,43,4,-73.647698000000,3.893836267000
83 - EL MIRADOR,43,5,-73.647781500000,3.893863245000
83 - EL MIRADOR,43,6,-73.647860900000,3.893888148000
83 - EL MIRADOR,43,7,-73.647943400000,3.893915126000
83 - EL MIRADOR,43,8,-73.648025900000,3.893935887000
83 - EL MIRADOR,43,9,-73.648115600000,3.893965976000
83 - EL MIRADOR,43,10,-73.648205300000,3.893987777000
83 - EL MIRADOR,43,11,-73.648275500000,3.894014748000
83 - EL MIRADOR,43,12,-73.648361100000,3.894041727000
83 - EL MIRADOR,43,13,-73.648447700000,3.894063526000
83 - EL MIRADOR,43,14,-73.648531200000,3.894091540000
83 - EL MIRADOR,43,15,-73.648613700000,3.894114373000
83 - EL MIRADOR,43,16,-73.648695200000,3.894140314000
83 - EL MIRADOR,43,17,-73.648781800000,3.894163149000
83 - EL MIRADOR,43,19,-73.648946800000,3.894218139000
83 - EL MIRADOR,43,20,-73.649027300000,3.894238900000
83 - EL MIRADOR,43,21,-73.649106700000,3.894267947000
83 - EL MIRADOR,43,22,-73.649193300000,3.894290782000
