lote,linea,palma,longitud,latitud,Estado,Errores
"67-CASA ROJA",103,1,-73.6493764,3.882159915,OK,
"67-CASA ROJA",103,17,-73.6495228,3.883467179,OK,
"67-CASA ROJA",103,26,-73.6496061,3.884453866,OK,
"67-CASA ROJA",103,13,-73.6495049,3.883230739,OK,
"67-CASA ROJA",103,10,-73.6494801,3.882939735,OK,
"67-CASA ROJA",103,5,-73.6494463,3.882689646,OK,
"67-CASA ROJA",103,4,-73.6494328,3.882466849,OK,
"67-CASA ROJA",103,2,-73.6494238,3.88239637,OK,
"67-CASA ROJA",103,11,-73.6494823,3.883078412,OK,
"67-CASA ROJA",103,5,-73.6494463,3.882619172,OK,
"67-CASA ROJA",103,14,-73.6495048,3.883312581,OK,
"67-CASA ROJA",103,29,-73.6496387,3.884768345,OK,
"67-CASA ROJA",103,10,-73.6494801,3.883001116,OK,
"67-CASA ROJA",103,15,-73.6495184,3.883383062,OK,
"67-CASA ROJA",103,12,-73.6494958,3.88316026,OK,
"67-CASA ROJA",103,17,-73.6495228,3.883553567,OK,
"67-CASA ROJA",103,4,-73.6494328,3.88254187,OK,
"67-CASA ROJA",103,8,-73.6494643,3.882848792,OK,
"67-CASA ROJA",103,28,-73.6496309,3.884692583,OK,
"62-LA CEIBA",103,1,-73.6598729,3.8857197,OK,
"62-LA CEIBA",103,3,-73.6598389,3.8855105,OK,
"62-LA CEIBA",103,13,-73.6597055,3.8845477,OK,
"62-LA CEIBA",103,9,-73.6597591,3.8849036,OK,
"62-LA CEIBA",103,12,-73.659712,3.8846224,OK,
"62-LA CEIBA",103,8,-73.6597688,3.8849894,OK,
"62-LA CEIBA",103,11,-73.6597377,3.8847092,OK,
"62-LA CEIBA",103,7,-73.6597839,3.8850589,OK,
"62-LA CEIBA",103,4,-73.6598228,3.8853247,OK,
"62-LA CEIBA",103,5,-73.6598067,3.885244,OK,
"62-LA CEIBA",103,14,-73.6596967,3.8844458,OK,
"62-LA CEIBA",103,6,-73.6597964,3.8851513,OK,
"62-LA CEIBA",103,10,-73.6597498,3.8848222,OK,
"62-LA CEIBA",103,2,-73.6598581,3.8856274,OK,
"67-CASA ROJA",104,21,-73.6496447,3.884101512,OK,
"67-CASA ROJA",104,12,-73.6495525,3.883105728,OK,
"67-CASA ROJA",104,22,-73.6496515,3.884258379,OK,
"67-CASA ROJA",104,11,-73.6495412,3.882960226,OK,
"67-CASA ROJA",104,27,-73.6496717,3.88449482,OK,
"67-CASA ROJA",104,27,-73.6496717,3.884560748,OK,
"67-CASA ROJA",104,13,-73.6495683,3.883183031,OK,
"67-CASA ROJA",104,14,-73.6495682,3.883262599,OK,
"67-CASA ROJA",104,19,-73.6496358,3.883962832,OK,
"67-CASA ROJA",104,3,-73.6494872,3.882403222,OK,
"67-CASA ROJA",104,28,-73.6496852,3.884710797,OK,
"67-CASA ROJA",104,7,-73.649521,3.882723785,OK,
"67-CASA ROJA",104,2,-73.6494691,3.882344105,OK,
"67-CASA ROJA",104,4,-73.6494939,3.88249416,OK,
"67-CASA ROJA",104,22,-73.6496515,3.884178811,OK,
"67-CASA ROJA",104,25,-73.6496604,3.884406153,OK,
"67-CASA ROJA",104,20,-73.6496312,3.884026484,OK,
"67-CASA ROJA",104,1,-73.6494669,3.882205428,OK,
"67-CASA ROJA",104,18,-73.6495929,3.883589977,OK,
"67-CASA ROJA",104,16,-73.6495727,3.883351262,OK,
"67-CASA ROJA",104,11,-73.6495412,3.883048888,OK,
"67-CASA ROJA",104,6,-73.6495142,3.882639667,OK,
"67-CASA ROJA",104,24,-73.6496514,3.8843334,OK,
"67-CASA ROJA",104,8,-73.6495368,3.882817001,OK,
"67-CASA ROJA",104,16,-73.6495727,3.883433104,OK,
"67-CASA ROJA",104,9,-73.6495367,3.882878382,OK,
"67-CASA ROJA",104,5,-73.6495007,3.882571459,OK,
"67-CASA ROJA",104,17,-73.6495839,3.883496764,OK,
"62-LA CEIBA",104,5,-73.6596908,3.8849552,OK,
"62-LA CEIBA",104,10,-73.6596215,3.8844957,OK,
"62-LA CEIBA",104,7,-73.6596586,3.8847663,OK,
"62-LA CEIBA",104,6,-73.6596672,3.884866,OK,
"62-LA CEIBA",104,9,-73.6596363,3.884588,OK,
"62-LA CEIBA",104,1,-73.6597863,3.8855858,OK,
"62-LA CEIBA",104,4,-73.6596989,3.885048,OK,
"62-LA CEIBA",104,3,-73.6597236,3.885176,OK,
"62-LA CEIBA",104,2,-73.6597641,3.8854599,OK,
"62-LA CEIBA",104,11,-73.6596052,3.8844127,OK,
"62-LA CEIBA",104,8,-73.6596473,3.8846623,OK,
"67-CASA ROJA",105,11,-73.6496136,3.882973903,OK,
"67-CASA ROJA",105,2,-73.6495506,3.882291859,OK,
"67-CASA ROJA",105,19,-73.6496699,3.883674131,OK,
"67-CASA ROJA",105,18,-73.6496676,3.883594562,OK,
"67-CASA ROJA",105,10,-73.6496046,3.882912517,OK,
"67-CASA ROJA",105,12,-73.6496317,3.883071667,OK,
"67-CASA ROJA",105,22,-73.6497104,3.884128826,OK,
"67-CASA ROJA",105,6,-73.6495799,3.882530578,OK,
"67-CASA ROJA",105,16,-73.6496836,3.883389966,OK,
"67-CASA ROJA",105,20,-73.6496991,3.883976505,OK,
"67-CASA ROJA",105,8,-73.6495956,3.882746557,OK,
"67-CASA ROJA",105,14,-73.6496429,3.883239903,OK,
"67-CASA ROJA",105,9,-73.6496047,3.882821583,OK,
"67-CASA ROJA",105,21,-73.6497014,3.884058347,OK,
"67-CASA ROJA",105,28,-73.6497509,3.884572155,OK,
"67-CASA ROJA",105,26,-73.6497283,3.884453928,OK,
"67-CASA ROJA",105,4,-73.6495709,3.882455552,OK,
"67-CASA ROJA",105,6,-73.6495799,3.88261242,OK,
"67-CASA ROJA",105,7,-73.6495957,3.882694269,OK,
"67-CASA ROJA",105,25,-73.6497284,3.884303885,OK,
"67-CASA ROJA",105,17,-73.6496677,3.883510447,OK,
"67-CASA ROJA",105,1,-73.6495348,3.882212283,OK,
"67-CASA ROJA",105,27,-73.6497396,3.884524408,OK,
"67-CASA ROJA",105,25,-73.6497284,3.884224317,OK,
"67-CASA ROJA",105,3,-73.6495687,3.882385076,OK,
"67-CASA ROJA",105,25,-73.6497284,3.884376633,OK,
"67-CASA ROJA",105,15,-73.6496678,3.883314937,OK,
"67-CASA ROJA",105,13,-73.6496316,3.883167149,OK,
"62-LA CEIBA",105,4,-73.6596124,3.884994,OK,
"62-LA CEIBA",105,9,-73.6595337,3.8844783,OK,
"62-LA CEIBA",105,10,-73.6595132,3.8843728,OK,
"62-LA CEIBA",105,2,-73.6596413,3.8851968,OK,
"62-LA CEIBA",105,6,-73.6595878,3.884841,OK,
"62-LA CEIBA",105,5,-73.6596037,3.8849194,OK,
"62-LA CEIBA",105,7,-73.659564,3.8847495,OK,
"62-LA CEIBA",105,8,-73.6595417,3.8845712,OK,
"62-LA CEIBA",105,1,-73.6596509,3.8853603,OK,
"62-LA CEIBA",105,3,-73.6596321,3.8850904,OK,
"67-CASA ROJA",106,27,-73.6498053,3.884497161,OK,
"67-CASA ROJA",106,15,-73.649713,3.883478643,OK,
"67-CASA ROJA",106,9,-73.6496702,3.882960292,OK,
"67-CASA ROJA",106,10,-73.6496838,3.883037593,OK,
"67-CASA ROJA",106,11,-73.6496905,3.883183093,OK,
"67-CASA ROJA",106,15,-73.649713,3.883326327,OK,
"67-CASA ROJA",106,6,-73.6496613,3.882794331,OK,
"67-CASA ROJA",106,5,-73.6496478,3.882560166,OK,
"67-CASA ROJA",106,22,-73.6497738,3.884092485,OK,
"67-CASA ROJA",106,15,-73.649713,3.883410441,OK,
"67-CASA ROJA",106,18,-73.6497265,3.883630966,OK,
"67-CASA ROJA",106,20,-73.6497603,3.883942435,OK,
"67-CASA ROJA",106,6,-73.6496613,3.882712489,OK,
"67-CASA ROJA",106,2,-73.649623,3.882419205,OK,
"67-CASA ROJA",106,24,-73.649785,3.884258447,OK,
"67-CASA ROJA",106,26,-73.6497962,3.884408495,OK,
"67-CASA ROJA",106,1,-73.6496208,3.882316902,OK,
"67-CASA ROJA",106,3,-73.649632,3.882489684,OK,
"67-CASA ROJA",106,13,-73.6496972,3.883276304,OK,
"67-CASA ROJA",106,5,-73.6496478,3.882635188,OK,
"67-CASA ROJA",106,11,-73.6496905,3.883112618,OK,
"67-CASA ROJA",106,23,-73.6497828,3.884181151,OK,
"67-CASA ROJA",106,17,-73.6497242,3.883551396,OK,
"67-CASA ROJA",106,19,-73.6497309,3.883735543,OK,
"67-CASA ROJA",106,8,-73.6496703,3.882880724,OK,
"67-CASA ROJA",106,25,-73.6497917,3.884344838,OK,
"67-CASA ROJA",106,21,-73.6497693,3.884017461,OK,
"62-LA CEIBA",106,7,-73.6594672,3.8846028,OK,
"62-LA CEIBA",106,5,-73.659501,3.8848097,OK,
"62-LA CEIBA",106,1,-73.6595775,3.8854306,OK,
"62-LA CEIBA",106,9,-73.6594488,3.8844424,OK,
"62-LA CEIBA",106,4,-73.6595167,3.884886,OK,
"62-LA CEIBA",106,8,-73.6594603,3.8845235,OK,
"62-LA CEIBA",106,3,-73.6595307,3.8849692,OK,
"62-LA CEIBA",106,6,-73.6594924,3.8847101,OK,
"62-LA CEIBA",106,2,-73.6595756,3.8853304,OK,
"62-LA CEIBA",106,10,-73.6594419,3.8843631,OK,
"67-CASA ROJA",107,1,-73.6496864,3.882355582,OK,
"67-CASA ROJA",107,22,-73.6498236,3.884065229,OK,
"67-CASA ROJA",107,17,-73.6497967,3.883524153,OK,
"67-CASA ROJA",107,21,-73.6498146,3.88398793,OK,
"67-CASA ROJA",107,3,-73.6497021,3.882585201,OK,
"67-CASA ROJA",107,6,-73.6497269,3.882735256,OK,
"67-CASA ROJA",107,20,-73.6498101,3.883824245,OK,
"67-CASA ROJA",107,25,-73.6498484,3.884217558,OK,
"67-CASA ROJA",107,23,-73.6498394,3.884151626,OK,
"67-CASA ROJA",107,13,-73.6497651,3.883289979,OK,
"67-CASA ROJA",107,15,-73.6497831,3.883455945,OK,
"67-CASA ROJA",107,12,-73.6497561,3.883210406,OK,
"67-CASA ROJA",107,17,-73.6497967,3.883585534,OK,
"67-CASA ROJA",107,3,-73.6497021,3.882517,OK,
"67-CASA ROJA",107,18,-73.6498079,3.883733309,OK,
"67-CASA ROJA",107,5,-73.6497111,3.882667047,OK,
"67-CASA ROJA",107,25,-73.6498484,3.884297126,OK,
"67-CASA ROJA",107,14,-73.6497696,3.883365003,OK,
"67-CASA ROJA",107,10,-73.6497449,3.883042171,OK,
"67-CASA ROJA",107,7,-73.6497224,3.882819369,OK,
"67-CASA ROJA",107,11,-73.6497539,3.88312629,OK,
"67-CASA ROJA",107,8,-73.6497246,3.882894391,OK,
"67-CASA ROJA",107,9,-73.6497313,3.882983056,OK,
"67-CASA ROJA",107,26,-73.6498574,3.884358512,OK,
"67-CASA ROJA",107,2,-73.6496977,3.882426063,OK,
"67-CASA ROJA",107,18,-73.6498079,3.883662834,OK,
"62-LA CEIBA",107,1,-73.6595083,3.8853659,OK,
"62-LA CEIBA",107,11,-73.6593627,3.8843403,OK,
"62-LA CEIBA",107,6,-73.6594251,3.884773,OK,
"62-LA CEIBA",107,3,-73.6594825,3.8851993,OK,
"62-LA CEIBA",107,4,-73.6594317,3.8849276,OK,
"62-LA CEIBA",107,2,-73.6594973,3.8852916,OK,
"62-LA CEIBA",107,9,-73.6593718,3.8844719,OK,
"62-LA CEIBA",107,5,-73.6594332,3.8848659,OK,
"62-LA CEIBA",107,7,-73.6594169,3.8846779,OK,
"62-LA CEIBA",107,10,-73.659367,3.8843902,OK,
"62-LA CEIBA",107,8,-73.6594027,3.8845924,OK,
"67-CASA ROJA",108,3,-73.6497723,3.882557956,OK,
"67-CASA ROJA",108,14,-73.6498443,3.883421875,OK,
"67-CASA ROJA",108,25,-73.6499095,3.884263057,OK,
"67-CASA ROJA",108,19,-73.6498871,3.883785637,OK,
"67-CASA ROJA",108,6,-73.6497812,3.882767111,OK,
"67-CASA ROJA",108,22,-73.6498983,3.884090274,OK,
"67-CASA ROJA",108,10,-73.6498173,3.883105862,OK,
"67-CASA ROJA",108,7,-73.6497857,3.882864869,OK,
"67-CASA ROJA",108,18,-73.6498713,3.883703787,OK,
"67-CASA ROJA",108,2,-73.6497633,3.882398816,OK,
"67-CASA ROJA",108,11,-73.6498195,3.883167245,OK,
"67-CASA ROJA",108,20,-73.6498916,3.883919768,OK,
"67-CASA ROJA",108,15,-73.6498533,3.883487807,OK,
"67-CASA ROJA",108,13,-73.6498375,3.883337757,OK,
"67-CASA ROJA",108,12,-73.6498353,3.883240001,OK,
"67-CASA ROJA",108,17,-73.6498645,3.883621942,OK,
"67-CASA ROJA",108,8,-73.6497924,3.882955807,OK,
"67-CASA ROJA",108,4,-73.6497722,3.882635251,OK,
"67-CASA ROJA",108,24,-73.649905,3.884160752,OK,
"67-CASA ROJA",108,26,-73.6499162,3.884333535,OK,
"67-CASA ROJA",108,9,-73.6498128,3.883033112,OK,
"67-CASA ROJA",108,22,-73.6498983,3.884010706,OK,
"67-CASA ROJA",108,16,-73.6498555,3.883560557,OK,
"67-CASA ROJA",108,2,-73.6497633,3.882471563,OK,
"67-CASA ROJA",108,5,-73.649779,3.882701182,OK,
"67-CASA ROJA",108,20,-73.6498916,3.88384702,OK,
"62-LA CEIBA",108,3,-73.65939,3.885075,OK,
"62-LA CEIBA",108,11,-73.6592758,3.8842818,OK,
"62-LA CEIBA",108,6,-73.6593409,3.8847188,OK,
"62-LA CEIBA",108,9,-73.6592913,3.8844607,OK,
"62-LA CEIBA",108,7,-73.6593201,3.8846361,OK,
"62-LA CEIBA",108,1,-73.6594089,3.8852673,OK,
"62-LA CEIBA",108,10,-73.659284,3.8843769,OK,
"62-LA CEIBA",108,4,-73.6593634,3.8848994,OK,
"62-LA CEIBA",108,2,-73.6594076,3.8851739,OK,
"62-LA CEIBA",108,5,-73.6593569,3.8848246,OK,
"62-LA CEIBA",108,8,-73.6593118,3.8845661,OK,
"67-CASA ROJA",109,8,-73.6498728,3.882960395,OK,
"67-CASA ROJA",109,12,-73.6499043,3.883344611,OK,
"67-CASA ROJA",109,1,-73.6498346,3.882428406,OK,
"67-CASA ROJA",109,15,-73.6499313,3.88365835,OK,
"67-CASA ROJA",109,22,-73.649965,3.88419261,OK,
"67-CASA ROJA",109,19,-73.6499651,3.883951633,OK,
"67-CASA ROJA",109,13,-73.6499156,3.883417364,OK,
"67-CASA ROJA",109,20,-73.6499583,3.884035744,OK,
"67-CASA ROJA",109,14,-73.6499201,3.883506028,OK,
"67-CASA ROJA",109,17,-73.6499448,3.883783393,OK,
"67-CASA ROJA",109,8,-73.6498728,3.883039963,OK,
"67-CASA ROJA",109,9,-73.6498795,3.883105894,OK,
"67-CASA ROJA",109,2,-73.6498368,3.882519342,OK,
"67-CASA ROJA",109,5,-73.6498571,3.882733049,OK,
"67-CASA ROJA",109,3,-73.6498436,3.88260346,OK,
"67-CASA ROJA",109,6,-73.6498751,3.882874007,OK,
"67-CASA ROJA",109,4,-73.6498458,3.882660295,OK,
"67-CASA ROJA",109,15,-73.6499313,3.883576509,OK,
"67-CASA ROJA",109,17,-73.6499448,3.883722011,OK,
"67-CASA ROJA",109,21,-73.6499582,3.884128952,OK,
"62-LA CEIBA",109,10,-73.6591922,3.8842343,OK,
"62-LA CEIBA",109,4,-73.6592708,3.8847751,OK,
"62-LA CEIBA",109,1,-73.6593092,3.8851391,OK,
"62-LA CEIBA",109,9,-73.6592033,3.884336,OK,
"62-LA CEIBA",109,7,-73.6592278,3.8845141,OK,
"62-LA CEIBA",109,2,-73.6593007,3.8850418,OK,
"62-LA CEIBA",109,6,-73.6592364,3.8846138,OK,
"62-LA CEIBA",109,3,-73.6592925,3.8849466,OK,
"62-LA CEIBA",109,8,-73.6592144,3.8844126,OK,
"62-LA CEIBA",109,5,-73.6592564,3.8846874,OK,
"67-CASA ROJA",11,16,-73.6434851,3.885767016,OK,
"67-CASA ROJA",11,9,-73.6433974,3.884771233,OK,
"67-CASA ROJA",11,4,-73.6433704,3.884311998,OK,
"67-CASA ROJA",11,11,-73.6434041,3.884916733,OK,
"67-CASA ROJA",11,1,-73.6433343,3.884159664,OK,
"67-CASA ROJA",11,7,-73.6433839,3.884614364,OK,
"67-CASA ROJA",11,17,-73.6434941,3.885921609,OK,
"67-CASA ROJA",11,5,-73.6433726,3.884468862,OK,
"67-CASA ROJA",11,13,-73.643413,3.8851077,OK,
"67-CASA ROJA",11,6,-73.6433794,3.884555254,OK,
"67-CASA ROJA",11,2,-73.6433546,3.884223329,OK,
"67-CASA ROJA",11,10,-73.6433973,3.884839434,OK,
"67-CASA ROJA",11,14,-73.6434784,3.885687444,OK,
"67-CASA ROJA",11,8,-73.6433861,3.884682566,OK,
"67-CASA ROJA",11,4,-73.6433704,3.884384746,OK,
"67-CASA ROJA",11,16,-73.6434851,3.885839763,OK,
"67-CASA ROJA",11,12,-73.6434063,3.885012215,OK,
"62-LA CEIBA",11,5,-73.6675113,3.8885596,OK,
"62-LA CEIBA",11,9,-73.6674585,3.8881996,OK,
"62-LA CEIBA",11,7,-73.6674906,3.8883663,OK,
"62-LA CEIBA",11,17,-73.6673517,3.8874874,OK,
"62-LA CEIBA",11,10,-73.6674436,3.8881181,OK,
"62-LA CEIBA",11,4,-73.6675204,3.8886416,OK,
"62-LA CEIBA",11,3,-73.6675301,3.8887315,OK,
"62-LA CEIBA",11,16,-73.6673604,3.8875655,OK,
"62-LA CEIBA",11,2,-73.6675363,3.8888255,OK,
"62-LA CEIBA",11,1,-73.6675532,3.8889069,OK,
"62-LA CEIBA",11,8,-73.6674656,3.8882817,OK,
"62-LA CEIBA",11,14,-73.66739,3.8877482,OK,
"62-LA CEIBA",11,12,-73.6674104,3.887916,OK,
"62-LA CEIBA",11,11,-73.6674369,3.8880181,OK,
"62-LA CEIBA",11,13,-73.6674051,3.8878317,OK,
"62-LA CEIBA",11,18,-73.6673347,3.8874041,OK,
"62-LA CEIBA",11,6,-73.667491,3.8884609,OK,
"62-LA CEIBA",11,15,-73.6673744,3.8876589,OK,
